1554178801.834826544,192.168.0.10,192.168.0.5
1554178801.835053219,192.168.0.5,192.168.0.10
1554178801.842335698,192.168.0.10,192.168.0.5
1554178801.848987589,192.168.0.5,192.168.0.10
1554178801.849375139,192.168.0.10,192.168.0.5
1554178801.852360247,192.168.0.5,192.168.0.10
1554178801.852513315,192.168.0.10,192.168.0.5
1554178801.853201808,192.168.0.10,192.168.0.5
1554178801.854973465,192.168.0.5,192.168.0.10
1554178801.855276053,192.168.0.5,192.168.0.10
1554178801.855896284,192.168.0.10,192.168.0.5
1554178801.858775017,192.168.0.5,192.168.0.10
1554178807.728356736,192.168.0.10,192.168.0.5
1554178807.728637876,192.168.0.5,192.168.0.10
1554178807.731450459,192.168.0.10,192.168.0.5
1554178807.738042166,192.168.0.5,192.168.0.10
1554178807.738345772,192.168.0.10,192.168.0.5
1554178807.741645771,192.168.0.5,192.168.0.10
1554178807.742112670,192.168.0.10,192.168.0.5
1554178807.743126296,192.168.0.10,192.168.0.5
1554178807.744676680,192.168.0.5,192.168.0.10
1554178807.744850726,192.168.0.5,192.168.0.10
1554178807.745561045,192.168.0.10,192.168.0.5
1554178807.748422862,192.168.0.5,192.168.0.10
1554178813.792165606,192.168.0.10,192.168.0.5
1554178813.792338575,192.168.0.5,192.168.0.10
1554178813.797216400,192.168.0.10,192.168.0.5
1554178813.803813057,192.168.0.5,192.168.0.10
1554178813.804098670,192.168.0.10,192.168.0.5
1554178813.807395461,192.168.0.5,192.168.0.10
1554178813.807573908,192.168.0.10,192.168.0.5
1554178813.808315018,192.168.0.10,192.168.0.5
1554178813.810164676,192.168.0.5,192.168.0.10
1554178813.810698906,192.168.0.5,192.168.0.10
1554178813.811199326,192.168.0.10,192.168.0.5
1554178813.814360654,192.168.0.5,192.168.0.10
1554178819.844661016,192.168.0.10,192.168.0.5
1554178819.844913824,192.168.0.5,192.168.0.10
1554178819.848255974,192.168.0.10,192.168.0.5
1554178819.854847965,192.168.0.5,192.168.0.10
1554178819.855251615,192.168.0.10,192.168.0.5
1554178819.858531998,192.168.0.5,192.168.0.10
1554178819.858668447,192.168.0.10,192.168.0.5
1554178819.859284054,192.168.0.10,192.168.0.5
1554178819.861058003,192.168.0.5,192.168.0.10
1554178819.861728155,192.168.0.5,192.168.0.10
1554178819.862402465,192.168.0.10,192.168.0.5
1554178819.865227761,192.168.0.5,192.168.0.10
1554178825.905647295,192.168.0.10,192.168.0.5
1554178825.905958508,192.168.0.5,192.168.0.10
1554178825.910794545,192.168.0.10,192.168.0.5
1554178825.917898980,192.168.0.5,192.168.0.10
1554178825.918267765,192.168.0.10,192.168.0.5
1554178825.921522953,192.168.0.5,192.168.0.10
1554178825.921769446,192.168.0.10,192.168.0.5
1554178825.922469774,192.168.0.10,192.168.0.5
1554178825.924285414,192.168.0.5,192.168.0.10
1554178825.924600142,192.168.0.5,192.168.0.10
1554178825.925633143,192.168.0.10,192.168.0.5
1554178825.928564595,192.168.0.5,192.168.0.10
1554178831.950110779,192.168.0.10,192.168.0.5
1554178831.950285941,192.168.0.5,192.168.0.10
1554178831.955066986,192.168.0.10,192.168.0.5
1554178831.962086069,192.168.0.5,192.168.0.10
1554178831.962395117,192.168.0.10,192.168.0.5
1554178831.965934553,192.168.0.5,192.168.0.10
1554178831.966116244,192.168.0.10,192.168.0.5
1554178831.966800245,192.168.0.10,192.168.0.5
1554178831.968438298,192.168.0.5,192.168.0.10
1554178831.969253463,192.168.0.5,192.168.0.10
1554178831.969696394,192.168.0.10,192.168.0.5
1554178831.972631635,192.168.0.5,192.168.0.10
1554178838.185017060,192.168.0.10,192.168.0.5
1554178838.185205464,192.168.0.5,192.168.0.10
1554178838.191199403,192.168.0.10,192.168.0.5
1554178838.198229523,192.168.0.5,192.168.0.10
1554178838.198572004,192.168.0.10,192.168.0.5
1554178838.202085264,192.168.0.5,192.168.0.10
1554178838.202298731,192.168.0.10,192.168.0.5
1554178838.203008138,192.168.0.10,192.168.0.5
1554178838.204727307,192.168.0.5,192.168.0.10
1554178838.205643906,192.168.0.5,192.168.0.10
1554178838.206139528,192.168.0.10,192.168.0.5
1554178838.209230518,192.168.0.5,192.168.0.10
1554178843.996621877,192.168.0.10,192.168.0.5
1554178843.996831158,192.168.0.5,192.168.0.10
1554178844.001081457,192.168.0.10,192.168.0.5
1554178844.008123492,192.168.0.5,192.168.0.10
1554178844.008461624,192.168.0.10,192.168.0.5
1554178844.011971112,192.168.0.5,192.168.0.10
1554178844.012172161,192.168.0.10,192.168.0.5
1554178844.012799462,192.168.0.10,192.168.0.5
1554178844.014622826,192.168.0.5,192.168.0.10
1554178844.015447082,192.168.0.5,192.168.0.10
1554178844.015964844,192.168.0.10,192.168.0.5
1554178844.018819270,192.168.0.5,192.168.0.10
1554178850.106142709,192.168.0.10,192.168.0.5
1554178850.106466112,192.168.0.5,192.168.0.10
1554178850.112279564,192.168.0.10,192.168.0.5
1554178850.118927393,192.168.0.5,192.168.0.10
1554178850.119400458,192.168.0.10,192.168.0.5
1554178850.122233733,192.168.0.5,192.168.0.10
1554178850.122367615,192.168.0.10,192.168.0.5
1554178850.122976001,192.168.0.10,192.168.0.5
1554178850.124685159,192.168.0.5,192.168.0.10
1554178850.125040991,192.168.0.5,192.168.0.10
1554178850.125582326,192.168.0.10,192.168.0.5
1554178850.128400853,192.168.0.5,192.168.0.10
1554178856.158448438,192.168.0.10,192.168.0.5
1554178856.158714798,192.168.0.5,192.168.0.10
1554178856.164365037,192.168.0.10,192.168.0.5
1554178856.171198288,192.168.0.5,192.168.0.10
1554178856.171547586,192.168.0.10,192.168.0.5
1554178856.174315633,192.168.0.5,192.168.0.10
1554178856.174556103,192.168.0.10,192.168.0.5
1554178856.175285071,192.168.0.10,192.168.0.5
1554178856.177092271,192.168.0.5,192.168.0.10
1554178856.177280066,192.168.0.5,192.168.0.10
1554178856.178381610,192.168.0.10,192.168.0.5
1554178856.181168507,192.168.0.5,192.168.0.10
1554178862.186318673,192.168.0.10,192.168.0.5
1554178862.186585363,192.168.0.5,192.168.0.10
1554178862.191865477,192.168.0.10,192.168.0.5
1554178862.198891747,192.168.0.5,192.168.0.10
1554178862.199223504,192.168.0.10,192.168.0.5
1554178862.202729765,192.168.0.5,192.168.0.10
1554178862.202853515,192.168.0.10,192.168.0.5
1554178862.203497740,192.168.0.10,192.168.0.5
1554178862.205204457,192.168.0.5,192.168.0.10
1554178862.206142713,192.168.0.5,192.168.0.10
1554178862.207179559,192.168.0.10,192.168.0.5
1554178862.210098807,192.168.0.5,192.168.0.10
1554178868.187581193,192.168.0.10,192.168.0.5
1554178868.187845010,192.168.0.5,192.168.0.10
1554178868.191671212,192.168.0.10,192.168.0.5
