1554179406.311839645,192.168.0.10,192.168.0.5
1554179406.312534925,192.168.0.5,192.168.0.10
1554179406.363075117,192.168.0.10,192.168.0.5
1554179406.363531458,192.168.0.5,192.168.0.10
1554179406.367650367,192.168.0.10,192.168.0.5
1554179406.368086529,192.168.0.5,192.168.0.10
1554179406.369901322,192.168.0.10,192.168.0.5
1554179406.371532578,192.168.0.5,192.168.0.10
1554179412.669215580,192.168.0.10,192.168.0.5
1554179412.669902066,192.168.0.5,192.168.0.10
1554179412.723016645,192.168.0.10,192.168.0.5
1554179412.723499243,192.168.0.5,192.168.0.10
1554179412.727460356,192.168.0.10,192.168.0.5
1554179412.727901099,192.168.0.5,192.168.0.10
1554179412.729376755,192.168.0.10,192.168.0.5
1554179412.731156401,192.168.0.5,192.168.0.10
1554179418.435896557,192.168.0.10,192.168.0.5
1554179418.436588411,192.168.0.5,192.168.0.10
1554179418.488514888,192.168.0.10,192.168.0.5
1554179418.488963533,192.168.0.5,192.168.0.10
1554179418.496001621,192.168.0.10,192.168.0.5
1554179418.496447047,192.168.0.5,192.168.0.10
1554179418.497221561,192.168.0.10,192.168.0.5
1554179418.499011373,192.168.0.5,192.168.0.10
1554179424.490685543,192.168.0.10,192.168.0.5
1554179424.491407499,192.168.0.5,192.168.0.10
1554179424.540465623,192.168.0.10,192.168.0.5
1554179424.540921580,192.168.0.5,192.168.0.10
1554179424.547880291,192.168.0.10,192.168.0.5
1554179424.548327213,192.168.0.5,192.168.0.10
1554179424.549438438,192.168.0.10,192.168.0.5
1554179424.551267558,192.168.0.5,192.168.0.10
1554179430.487790064,192.168.0.10,192.168.0.5
1554179430.488529727,192.168.0.5,192.168.0.10
1554179430.537783535,192.168.0.10,192.168.0.5
1554179430.538253131,192.168.0.5,192.168.0.10
1554179430.543134434,192.168.0.10,192.168.0.5
1554179430.543583207,192.168.0.5,192.168.0.10
1554179430.544523814,192.168.0.10,192.168.0.5
1554179430.546388650,192.168.0.5,192.168.0.10
