1554178499.916794688,192.168.0.10,192.168.0.5
1554178499.917567631,192.168.0.5,192.168.0.10
1554178500.060384685,192.168.0.10,192.168.0.5
1554178500.060876121,192.168.0.5,192.168.0.10
1554178500.061889384,192.168.0.10,192.168.0.5
1554178500.062300621,192.168.0.5,192.168.0.10
1554178500.063654944,192.168.0.10,192.168.0.5
1554178500.065424828,192.168.0.5,192.168.0.10
1554178505.938933137,192.168.0.10,192.168.0.5
1554178505.939658659,192.168.0.5,192.168.0.10
1554178506.090680965,192.168.0.10,192.168.0.5
1554178506.091144379,192.168.0.5,192.168.0.10
1554178506.092113470,192.168.0.10,192.168.0.5
1554178506.092541598,192.168.0.5,192.168.0.10
1554178506.093334006,192.168.0.10,192.168.0.5
1554178506.095085905,192.168.0.5,192.168.0.10
1554178511.967699796,192.168.0.10,192.168.0.5
1554178511.968482552,192.168.0.5,192.168.0.10
1554178512.110174242,192.168.0.10,192.168.0.5
1554178512.110632156,192.168.0.5,192.168.0.10
1554178512.112525921,192.168.0.10,192.168.0.5
1554178512.112983785,192.168.0.5,192.168.0.10
1554178512.113747736,192.168.0.10,192.168.0.5
1554178512.115533253,192.168.0.5,192.168.0.10
1554178518.010547343,192.168.0.10,192.168.0.5
1554178518.011276370,192.168.0.5,192.168.0.10
1554178518.155783602,192.168.0.10,192.168.0.5
1554178518.156243449,192.168.0.5,192.168.0.10
1554178518.157093045,192.168.0.10,192.168.0.5
1554178518.157520806,192.168.0.5,192.168.0.10
1554178518.158185227,192.168.0.10,192.168.0.5
1554178518.159969286,192.168.0.5,192.168.0.10
1554178524.026241883,192.168.0.10,192.168.0.5
1554178524.027020408,192.168.0.5,192.168.0.10
1554178524.190024528,192.168.0.10,192.168.0.5
1554178524.190485639,192.168.0.5,192.168.0.10
1554178524.191620712,192.168.0.10,192.168.0.5
1554178524.192060633,192.168.0.5,192.168.0.10
1554178524.192636596,192.168.0.10,192.168.0.5
1554178524.194390396,192.168.0.5,192.168.0.10
1554178530.073092554,192.168.0.10,192.168.0.5
1554178530.073821701,192.168.0.5,192.168.0.10
1554178530.222628450,192.168.0.10,192.168.0.5
1554178530.223068137,192.168.0.5,192.168.0.10
1554178530.223986977,192.168.0.10,192.168.0.5
1554178530.224429974,192.168.0.5,192.168.0.10
1554178530.225154111,192.168.0.10,192.168.0.5
1554178530.226951771,192.168.0.5,192.168.0.10
1554178536.083628919,192.168.0.10,192.168.0.5
1554178536.084358062,192.168.0.5,192.168.0.10
1554178536.238241812,192.168.0.10,192.168.0.5
1554178536.238731165,192.168.0.5,192.168.0.10
1554178536.239592887,192.168.0.10,192.168.0.5
1554178536.240050503,192.168.0.5,192.168.0.10
1554178536.240594145,192.168.0.10,192.168.0.5
1554178536.242538511,192.168.0.5,192.168.0.10
1554178542.108144964,192.168.0.10,192.168.0.5
1554178542.108860221,192.168.0.5,192.168.0.10
1554178542.254619355,192.168.0.10,192.168.0.5
1554178542.255071060,192.168.0.5,192.168.0.10
1554178542.255911171,192.168.0.10,192.168.0.5
1554178542.256371524,192.168.0.5,192.168.0.10
1554178542.256973904,192.168.0.10,192.168.0.5
1554178542.258665953,192.168.0.5,192.168.0.10
1554178548.141768988,192.168.0.10,192.168.0.5
1554178548.142593401,192.168.0.5,192.168.0.10
